"Subtype","Provider","Name","Town","Clients","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"Care at Home","Voluntary or Not for Profit","Leonard Cheshire Dysart Support Service","Glenrothes","Adults","21/06/2023",5,5,4,5,5,"02/05/2023","2006_11",0,0
"Care at Home","Private","CarePlus","Isle Of Bute","Adults","06/06/2023",5,4,NA,4,4,"03/05/2023","2008_6",0,0
"Care at Home","Voluntary or Not for Profit","Hanover Care at Home Service - North Area","Elgin","Adults","31/07/2020",4,4,NA,4,4,"12/03/2020","2007_6",0,0
"Other than Care at home","Voluntary or Not for Profit","The Eric Liddell Community Day Care Services","Edinburgh","Adults","28/02/2024",6,6,5,5,5,"05/02/2024","2007_10",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Scottish Borders - Care at Home","Melrose","Adults","19/04/2023",3,4,NA,5,3,"21/03/2023","2006_12",0,0
"Care at Home","Voluntary or Not for Profit","Leonard Cheshire Disability - Jewel Park - Supported Living","Edinburgh","Adults","05/04/2023",4,4,NA,3,4,"27/01/2023","2008_11",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care Personalised and Self Directed Support Services (Renfrewshire)","Linwood","Adults","26/09/2023",5,5,NA,5,5,"31/08/2023","2008_4",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Fraserburgh","Fraserburgh","Adults","08/01/2024",5,5,NA,4,5,"22/11/2023","2007_1",0,0
"Care at Home","Voluntary or Not for Profit","NAS SW Scotland Supported Living","Mauchline","Adults","01/11/2023",4,5,NA,4,4,"12/10/2023","2007_2",0,0
"Care at Home","Voluntary or Not for Profit","Teens +","Edinburgh","Adults","15/03/2017",5,5,4,5,4,"26/01/2017","2009_9",0,0
"Care at Home","Local Authority","Falkirk Council Mobile Emergency Care Service","Larbert","Adults","03/02/2023",3,4,NA,3,4,"28/03/2024","2007_3",0,0
"Care at Home","Voluntary or Not for Profit","Touchbase Lanarkshire","Glasgow","Adults","15/04/2019",5,5,4,5,5,"29/01/2019","2007_10",0,0
"Care at Home","Local Authority","Falkirk Council Housing with Care Service","Falkirk","Adults","07/07/2023",5,4,NA,5,5,"01/06/2023","2007_3",0,0
"Other than Care at home","Voluntary or Not for Profit","Action for Children - Gilmerton Road Outreach Services","Edinburgh","Adults","26/02/2024",5,4,5,5,4,"31/01/2024","2008_11",0,0
"Other than Care at home","Voluntary or Not for Profit","Huntly Resource Centre","Huntly","Adults","21/07/2016",5,5,5,5,5,"24/06/2016","2007_4",0,0
"Care at Home","Voluntary or Not for Profit","Braid Health and Wellbeing Ltd","Livingston","Adults","28/08/2019",5,5,5,5,4,"29/07/2019","2007_9",0,0
"Other than Care at home","Voluntary or Not for Profit","Daldorch Outreach Service","Mauchline","Adults","18/03/2020",5,5,NA,4,4,"12/02/2020","2007_6",0,0
"Care at Home","Voluntary or Not for Profit","Acredale House","Bathgate","Adults","26/09/2017",5,5,4,4,5,"05/04/2024","2007_8",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care Personalised and Self Directed Support - Mental Health","Glasgow","Adults","15/08/2023",5,5,NA,5,5,"12/07/2023","2007_7",0,0
"Care at Home","Voluntary or Not for Profit","Todlaw - Care at Home","Duns","Adults","30/11/2023",5,5,NA,5,4,"08/11/2023","2007_9",0,0
"Other than Care at home","Voluntary or Not for Profit","The Oasis","Helensburgh","Adults","27/10/2016",6,6,6,6,5,"26/08/2016","2007_9",0,0
"Other than Care at home","Local Authority","Kalisgarth Day Centre","Orkney","Adults","14/08/2023",5,5,4,4,3,"06/06/2023","2007_11",0,0
"Other than Care at home","Voluntary or Not for Profit","Caring in Craigmillar","Edinburgh","Adults","31/08/2023",5,5,4,4,5,"11/08/2023","2007_9",0,0
"Care at Home","Private","Scottish Nursing Guild - Care at Home","Edinburgh","Adults","23/03/2023",6,6,NA,6,6,"20/02/2023","2007_7",0,0
"Care at Home","Voluntary or Not for Profit","Clydeside Independent Living","Greenock","Adults","08/01/2024",5,6,NA,5,5,"27/10/2023","2008_2",0,0
"Care at Home","Voluntary or Not for Profit","Penumbra Glasgow City Supported Living","Glasgow","Adults","28/02/2020",5,5,NA,5,4,"15/04/2024","2007_10",0,0
"Care at Home","Voluntary or Not for Profit","Autism and Neurodiversity North Scotland - Outreach","Aberdeen","Adults","13/09/2017",5,5,4,5,5,"28/03/2024","2010_10",0,0
"Other than Care at home","Local Authority","Motherwell Locality Support Service (Disability)","Motherwell","Adults","27/07/2023",5,5,5,5,5,"07/07/2023","2007_9",0,0
"Other than Care at home","Private","Second Chance Project","Glasgow","Adults","07/11/2019",5,5,4,4,4,"30/07/2019","2008_3",0,0
"Care at Home","Voluntary or Not for Profit","Croftspar Place Service","Glasgow","Adults","18/05/2023",5,5,NA,4,4,"04/05/2023","2007_8",0,0
"Care at Home","Voluntary or Not for Profit","Community Support Service, West Scotland","Kilbirnie","Adults","24/04/2023",5,5,NA,5,5,"30/03/2023","2008_2",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care The Fordneuk Accommodation and Support Service","Glasgow","Adults","16/03/2023",5,5,NA,5,5,"10/03/2023","2008_4",0,0
"Care at Home","Voluntary or Not for Profit","Rowan Alba Ltd - Thorntree Street - Care at Home","Edinburgh","Adults","27/04/2023",5,4,NA,5,5,"18/04/2023","2007_10",0,0
"Care at Home","Voluntary or Not for Profit","West Lothian Housing Support & Care at Home","Livingston","Adults","26/04/2023",5,5,NA,5,5,"23/03/2023","2008_1",0,0
"Care at Home","Voluntary or Not for Profit","Key Community Supports - Stirling/Clackmannan","Falkirk","Adults","21/02/2024",5,5,NA,5,5,"25/01/2024","2008_8",0,0
"Care at Home","Voluntary or Not for Profit","Thera (Scotland)","Edinburgh","Adults","27/02/2024",5,5,NA,5,5,"09/02/2024","2009_12",0,0
"Other than Care at home","Voluntary or Not for Profit","Penumbra Dundee Nova Service","Dundee","Adults","11/01/2024",5,6,4,6,4,"14/12/2023","2008_1",0,0
"Care at Home","Voluntary or Not for Profit","Trust Housing Association Ltd - Branch 2","Glasgow","Adults","25/09/2023",5,5,NA,5,5,"06/09/2023","2008_12",0,0
"Care at Home","Voluntary or Not for Profit","with YOU East Craigs Learning Disabilities Service","Edinburgh","Adults","12/04/2024",5,5,NA,4,5,"13/03/2024","2007_11",0,0
"Care at Home","Voluntary or Not for Profit","The Courtyard at Turning Point Scotland","Ayr","Adults",NA,5,5,NA,5,5,"14/02/2020","2007_11",0,0
"Other than Care at home","Private","Rosebery Day Centre","West Calder","Adults","19/12/2023",5,5,4,4,4,"09/11/2023","2008_7",0,0
"Care at Home","Private","Karma Healthcare Ltd","Gourock","Adults","11/03/2024",3,4,NA,3,4,"02/02/2024","2008_3",1,0
"Care at Home","Private","Lochaber Day and Night Owl Service Ltd","Fort William","Adults","28/04/2023",5,4,NA,4,4,"18/04/2023","2010_3",0,0
"Care at Home","Private","Christina's Home Care Service","Glasgow","Adults","12/10/2023",5,5,NA,5,5,"22/09/2023","2008_7",0,0
"Care at Home","Voluntary or Not for Profit","Hansel Supported Living Services","Kilmarnock","Adults","31/05/2023",5,4,NA,5,5,"21/04/2023","2012_2",0,0
"Other than Care at home","Voluntary or Not for Profit","The Edinburgh Crisis Centre","Edinburgh","Adults","29/05/2018",5,5,5,5,5,"14/05/2018","2009_2",0,0
"Other than Care at home","Voluntary or Not for Profit","Upward Mobility","Edinburgh","Adults","27/02/2024",4,3,4,4,4,"02/02/2024","2009_3",0,0
"Care at Home","Voluntary or Not for Profit","The National Autistic Society - Central Scotland Services","Glasgow","Adults","15/11/2023",5,5,NA,4,4,"10/10/2023","2008_6",0,0
"Care at Home","Voluntary or Not for Profit","Day Support Services for Children/Young People","Glasgow","Adults","31/08/2023",4,4,5,4,4,"09/08/2023","2008_10",0,0
"Care at Home","Local Authority","Community Support Project","Glasgow","Adults","21/07/2023",5,5,NA,5,4,"07/07/2023","2008_3",0,0
"Other than Care at home","Voluntary or Not for Profit","Abbeyfield Kirkcaldy Society","Kirkcaldy","Adults","10/10/2016",5,5,5,5,5,"13/09/2016","2008_12",0,0
"Care at Home","Private","Bluebird Care Edinburgh","Edinburgh","Adults","17/06/2020",6,6,NA,6,6,"28/02/2020","2008_5",0,0
"Care at Home","Voluntary or Not for Profit","Oakfield Day Service","Kelty","Adults","19/07/2018",5,5,4,5,5,"26/06/2018","2008_5",0,0
"Care at Home","Private","Premier Healthcare","Helensburgh","Adults","14/11/2023",5,5,NA,5,5,"13/10/2023","2008_7",0,0
"Care at Home","Private","Bluebird Care (Glasgow South)","Glasgow","Adults","02/04/2024",5,6,NA,6,5,"23/02/2024","2008_9",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care Personalised and Self-Directed Support Services (Glasgow)","Glasgow","Adults","03/03/2020",5,5,NA,5,5,"17/04/2024","2008_5",0,0
"Care at Home","Private","Perth Homecare Services","Perth","Adults","27/01/2020",5,5,NA,4,4,"03/02/2023","2009_7",0,0
"Care at Home","Voluntary or Not for Profit","Hillcrest Futures - Perthshire Services","Crieff","Adults","21/06/2019",5,5,NA,5,5,"30/04/2019","2008_10",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care Personalised and Self Directed Support Services (Falkirk and Grangemouth)","Grangemouth","Adults","15/03/2024",5,5,NA,5,5,"28/02/2024","2008_8",0,0
"Other than Care at home","Local Authority","Newberry Rooney","Hamilton","Adults","21/12/2016",5,5,5,5,4,"22/11/2016","2008_6",0,0
"Other than Care at home","Voluntary or Not for Profit","Edinburgh Outreach","Edinburgh","Adults","16/03/2018",5,5,NA,5,5,"21/02/2018","2008_6",0,0
"Care at Home","Voluntary or Not for Profit","Hillcrest Futures Edinburgh and Glasgow","Edinburgh","Adults","02/08/2019",5,5,NA,5,5,"20/05/2019","2009_6",0,0
"Care at Home","Voluntary or Not for Profit","Visualise Housing Support and Care at Home","Edinburgh","Adults","14/07/2020",5,5,NA,5,5,"11/04/2024","2008_9",0,0
"Care at Home","Voluntary or Not for Profit","Quarriers East Ayrshire Supported Living Service","Kilmarnock","Adults","06/03/2023",5,4,NA,5,5,"02/03/2023","2008_6",0,0
"Care at Home","Voluntary or Not for Profit","Turning Point Scotland - Perth & Kinross","Perth","Adults","21/05/2019",5,5,NA,5,5,"12/04/2019","2008_6",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads Caring Scotland -  Forth Valley Service","Glasgow","Adults","28/02/2024",5,5,NA,5,4,"01/06/2023","2008_9",0,0
"Care at Home","Voluntary or Not for Profit","Ben View Community Bathing Service","Dumbarton","Adults","14/12/2023",5,5,NA,5,5,"20/10/2023","2010_10",0,0
"Care at Home","Voluntary or Not for Profit","Drylaw Rainbow Club Day Centre","Edinburgh","Adults","12/02/2018",6,6,5,6,5,"05/02/2018","2009_12",1,0
"Care at Home","Voluntary or Not for Profit","L'Arche Edinburgh","Edinburgh","Adults","17/04/2024",4,5,NA,5,4,"24/09/2019","2008_9",0,0
"Care at Home","Voluntary or Not for Profit","GAMH Community Support Services","Glasgow","Adults","05/12/2023",5,5,NA,5,5,"10/11/2023","2009_4",0,0
"Care at Home","Voluntary or Not for Profit","Deaf Action Support Service - Care at Home","Edinburgh","Adults","22/11/2019",5,5,NA,5,4,"17/10/2019","2008_9",0,0
"Care at Home","Voluntary or Not for Profit","East Central Scotland Services","Glasgow","Adults","15/01/2020",5,5,NA,4,5,"23/12/2019","2009_8",0,0
"Care at Home","Voluntary or Not for Profit","Threshold Glasgow","Glasgow","Adults","08/11/2019",4,4,NA,5,5,"24/09/2019","2009_3",0,0
"Other than Care at home","Voluntary or Not for Profit","Hillcrest Futures, Dundee, Student Support Service","Dundee","Adults","26/05/2023",4,6,NA,6,5,"05/05/2023","2008_9",0,0
"Care at Home","Private","Bluebird Care (Dunbartonshire)","Glasgow","Adults","08/09/2023",5,3,NA,5,5,"21/07/2023","2008_11",0,0
"Care at Home","Private","Gibson Training and Care Limited - Care at Home","Leven","Adults","02/05/2023",5,5,NA,4,5,"14/04/2023","2008_6",0,0
"Care at Home","Private","Living Ambitions Limited - South Lanarkshire and West of Scotland","Glasgow","Adults","23/10/2022",4,4,NA,4,4,"10/10/2022","2009_2",0,0
"Care at Home","Voluntary or Not for Profit","Threshold Edinburgh","Edinburgh","Adults","20/12/2023",5,4,NA,5,5,"07/11/2023","2009_1",0,0
"Care at Home","Voluntary or Not for Profit","Scottish Autism Tayside Support Service","Dundee","Adults","24/02/2020",5,5,NA,5,5,"23/01/2020","2008_11",0,0
"Care at Home","Voluntary or Not for Profit","East Lothian Autism Support Services - Care at Home","Edinburgh","Adults","25/02/2020",4,5,NA,5,4,"11/02/2020","2008_12",0,0
"Care at Home","Local Authority","Aberdeenshire Supported Living Project","Banff","Adults","04/02/2020",5,5,NA,6,4,"12/12/2019","2009_3",0,0
"Care at Home","Private","NPHomecare","Glasgow","Adults","27/04/2023",4,4,NA,4,4,"21/04/2023","2009_4",0,0
"Care at Home","Voluntary or Not for Profit","Eskmills Project - Care at Home","Edinburgh","Adults","16/03/2023",3,4,NA,3,3,"10/03/2023","2009_4",0,0
"Care at Home","Voluntary or Not for Profit","Brothers of Charity Services (Scotland) - Supported Living Community of Care - Care at Home","Galashiels","Adults","08/01/2024",3,2,NA,3,2,"13/12/2023","2009_3",0,0
"Care at Home","Voluntary or Not for Profit","Brothers of Charity Services (Scotland) - Campus of Care - Care at Home","Galashiels","Adults","08/01/2024",3,2,NA,3,2,"13/12/2023","2009_2",0,0
"Other than Care at home","Voluntary or Not for Profit","Oakburn Park Day Care Service","Glasgow","Adults","23/10/2017",6,6,4,4,6,"20/09/2017","2009_7",0,0
"Care at Home","Voluntary or Not for Profit","Threshold Support Services - Care at Home","Hamilton","Adults","30/07/2019",5,5,NA,5,5,"18/07/2019","2009_7",0,0
"Care at Home","Local Authority","North Ayrshire Council - Irvine, Garnock Valley and Community Alarm","Irvine","Adults","24/11/2023",5,4,NA,4,5,"03/11/2023","2009_9",1,0
"Care at Home","Voluntary or Not for Profit","Auchlochan Homecare","Lanark","Adults","04/03/2019",5,5,NA,5,5,"11/02/2019","2009_1",0,0
"Care at Home","Local Authority","North Ayrshire Council - Three Towns, North Coast and Arran","Irvine","Adults","14/06/2022",5,5,NA,5,5,"01/06/2022","2009_9",0,0
"Care at Home","Private","Roberts Care & Training Ltd","Paisley","Adults","26/02/2024",3,5,NA,5,4,"27/03/2024","2009_6",0,0
"Other than Care at home","Private","Dunvegan Lodge Day Care","Glasgow","Adults","25/09/2022",5,5,4,5,5,"13/05/2022","2009_1",0,0
"Care at Home","Voluntary or Not for Profit","Johnstone & Paisley Supported Living Services","Johnstone","Adults","18/10/2023",5,4,NA,4,5,"11/09/2023","2009_7",0,0
"Care at Home","Private","Westlands","Dundee","Adults","08/03/2023",5,6,NA,5,5,"22/11/2022","2009_2",0,0
"Care at Home","Private","HRM Homecare Services Ltd - Central / West","Kilmarnock","Adults","03/03/2023",5,5,NA,4,4,"22/02/2023","2010_3",0,0
"Care at Home","Private","Venture Support and Care","Peterhead","Adults","21/09/2023",3,4,NA,4,3,"25/08/2023","2009_5",0,0
"Care at Home","Private","Caalcare Limited","Dundee","Adults","13/05/2019",6,6,NA,6,6,"23/04/2019","2009_5",0,0
"Care at Home","Voluntary or Not for Profit","Jericho Benedictines Housing Support Unit (Bank Street)","Greenock","Adults","21/03/2024",5,5,NA,5,4,"12/01/2024","2009_4",0,0
"Care at Home","Private","Visiting Angelz","Paisley","Adults","26/04/2022",4,3,NA,3,3,"04/03/2022","2012_8",0,0
"Other than Care at home","Local Authority","Renfrew Day Centre","Renfrew","Adults","28/03/2017",5,5,4,4,5,"08/02/2017","2009_7",0,0
"Care at Home","Local Authority","Generic - Care at Home - Lewis","Stornoway","Adults","18/12/2019",4,4,NA,4,4,"13/11/2019","2009_6",0,0
"Care at Home","Private","HRM Homecare Services Ltd - South West Branch (1)","Coatbridge","Adults","17/06/2020",4,4,NA,4,4,"10/02/2020","2010_7",0,0
"Care at Home","Local Authority","North West Home Care Service Cluster 2","Edinburgh","Adults","19/11/2019",4,4,NA,5,4,"27/09/2019","2010_1",0,0
"Care at Home","Private","Bright Care (Edinburgh)","Edinburgh","Adults","20/10/2023",5,5,NA,5,5,"14/08/2023","2010_10",0,0
"Other than Care at home","Voluntary or Not for Profit","Camphill Blair Drummond Day Service","Stirling","Adults","17/08/2018",6,6,6,6,6,"07/06/2018","2009_12",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone Fife","Dunfermline","Adults","17/02/2023",4,5,NA,4,5,"13/01/2023","2010_1",0,0
"Care at Home","Private","CERA - Argyll & Bute","Dunoon","Adults","14/11/2023",3,4,NA,4,3,"29/09/2023","2010_2",0,0
"Care at Home","Voluntary or Not for Profit","George Street Project","Aberdeen","Adults","22/01/2024",5,5,NA,5,5,"16/01/2024","2010_6",0,0
"Other than Care at home","Private","Milan Day Care Support Service","Edinburgh","Adults","22/06/2016",5,5,4,5,4,"19/05/2016","2012_1",0,0
"Other than Care at home","Voluntary or Not for Profit","Camphill School Aberdeen Support Service","Aberdeen","Adults","26/09/2023",5,5,5,5,5,"01/09/2023","2010_8",0,0
"Care at Home","Private","Lifeways Community Care (Inverness) Limited","Inverness","Adults","04/12/2023",4,4,NA,4,4,"22/11/2023","2010_1",0,0
"Care at Home","Voluntary or Not for Profit","Leonard Cheshire Disability - Stenhouse - Supported Living","Edinburgh","Adults","20/02/2024",4,4,NA,4,4,"26/10/2023","2010_2",0,0
"Care at Home","Private","Delight Supported Living Ltd","Glasgow","Adults","23/02/2024",4,4,NA,4,3,"30/11/2023","2010_10",0,0
"Other than Care at home","Local Authority","Motherwell Integrated Day Services","Motherwell","Adults","08/12/2015",5,5,5,5,5,"16/11/2015","2010_9",0,0
"Care at Home","Local Authority","Doocot View Very Sheltered Housing","Banff","Adults","21/03/2023",5,5,4,5,5,"07/02/2023","2010_8",0,0
"Care at Home","Local Authority","Orkney Responder Service","Kirkwall","Adults","19/04/2023",5,5,NA,5,4,"21/12/2022","2010_5",0,0
"Care at Home","Voluntary or Not for Profit","Hanover Care at Home Service - Morris Court Dalry","Dalry","Adults","20/03/2023",5,5,NA,4,5,"09/03/2023","2011_3",0,0
"Care at Home","Private","Rainbow Services","Ayr","Adults","23/01/2024",5,5,NA,5,5,"29/09/2023","2010_4",0,0
"Care at Home","Local Authority","Community Resource Team","Oban","Adults","04/02/2020",4,4,NA,4,3,"09/12/2019","2010_10",0,0
"Care at Home","Voluntary or Not for Profit","Dalmuir Park Housing Association Sheltered Housing Service","Clydebank","Adults","14/08/2023",5,5,NA,5,5,"27/07/2023","2011_6",0,0
"Care at Home","Voluntary or Not for Profit","INCLUDEM Intensive Support Services","Glasgow","Adults","15/07/2020",5,5,NA,5,6,"14/02/2020","2011_4",0,0
"Care at Home","Private","Tailor Maid Homecare","Glasgow","Adults","20/03/2024",5,5,NA,4,5,"02/02/2024","2010_10",0,0
"Other than Care at home","Private","Grigor House","Nairn","Adults","21/12/2017",5,5,5,5,4,"19/12/2017","2010_10",0,0
