"Subtype","Provider","Name","Town","Clients","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 21/22","Enforcements since 21/22"
NA,"Voluntary or Not for Profit","Leonard Cheshire City Park","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,"17/10/2023","2020_11",0,0
NA,"Voluntary or Not for Profit","Inspire Sycamore Way","Banchory","Adults","21/03/2022",5,5,NA,5,5,"03/03/2022","2020_7",0,0
NA,"Voluntary or Not for Profit","Glasgow East Housing Support Service","Glasgow","Adults","03/09/2021",3,4,NA,4,4,"15/07/2021","2020_9",0,0
NA,"Voluntary or Not for Profit","Housing First Team","Falkirk","Adults","04/05/2023",5,5,NA,5,6,"14/03/2023","2020_11",0,0
NA,"Private","Easter Inch Limited t/a T&T Healthcare Solutions","Bathgate","Adults","16/03/2022",5,5,NA,5,5,"11/02/2022","2020_8",0,0
NA,"Private","All Care Services Ltd: Homecare and Housing Support Service","Livingston","Adults","09/10/2023",4,4,NA,4,4,"07/09/2023","2021_1",0,0
NA,"Private","Safe Hands Support Scotland","Stirling","Adults","06/03/2023",5,4,NA,4,5,"08/02/2023","2020_11",0,0
NA,"Voluntary or Not for Profit","Affinity Trust - Aberdeen","Aberdeen","Adults","04/07/2023",5,5,NA,5,5,"09/06/2023","2020_9",1,1
NA,"Voluntary or Not for Profit","Midlothian Park Cottage","Dalkeith","Adults","15/06/2023",5,5,NA,5,5,"05/06/2023","2021_2",0,0
NA,"Private","Supporting Positive Paths C.I.C.","Edinburgh","Adults","31/03/2023",3,3,NA,3,4,"10/02/2023","2021_1",1,1
NA,"Private","Mears Supported Living - North Lanarkshire","Wishaw","Adults","23/10/2022",5,5,NA,4,4,"16/08/2022","2020_9",1,1
NA,"Private","Mears Supported Living - Central","Alva","Adults","24/10/2022",5,5,NA,5,5,"17/10/2022","2020_9",1,1
NA,"Private","Mears Supported Living - Aberdeenshire","Macduff","Adults","20/09/2022",4,5,NA,3,3,"25/08/2022","2020_9",0,0
NA,"Voluntary or Not for Profit","Daldorch House Adult Service","Mauchline","Adults","19/04/2022",3,3,NA,3,3,"16/03/2022","2021_1",0,0
NA,"Voluntary or Not for Profit","Leonard Cheshire Fulwood","Glasgow","Adults","16/05/2023",4,4,NA,4,4,"28/04/2023","2020_11",0,0
NA,"Voluntary or Not for Profit","Care Choices","Aberdeen","Adults","16/08/2023",5,5,NA,5,5,"24/07/2023","2020_10",0,0
NA,"Local Authority","Kylemore Transition","Greenock","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_3",0,0
NA,"Private","Divine Health & Social Care","Dumfries","Adults","16/12/2021",4,4,NA,4,4,"11/11/2021","2021_1",0,0
NA,"Private","Unfading Care Ltd","Edinburgh","Adults","14/11/2023",3,3,NA,4,4,"04/10/2023","2021_4",0,0
NA,"Voluntary or Not for Profit","West Lothian Housing Support & Care at Home","Livingston","Adults","26/04/2023",5,NA,NA,NA,5,"23/03/2023","2021_4",0,0
NA,"Private","My Homecare Edinburgh","Edinburgh","Adults","19/05/2023",3,3,NA,4,3,"22/04/2023","2021_4",1,1
NA,"Private","Love Housing Support - Fife","Dunfermline","Adults","31/03/2023",5,NA,NA,NA,4,"24/02/2023","2021_5",0,0
NA,"Private","Love Housing Support - Lanarkshire","Bellshill","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_5",0,0
NA,"Local Authority","Braefoot Young Peoples Housing Support Service","Glenrothes","Adults","01/08/2023",4,5,NA,4,4,"12/06/2023","2021_5",0,0
NA,"Private","Excel Care Services","Dunfermline","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_5",0,0
NA,"Private","Partners that Care","Greenock","Adults","22/08/2023",5,5,NA,5,5,"08/08/2023","2021_5",0,0
NA,"Voluntary or Not for Profit","Options Fife Housing Support with Care at Home","Glenrothes","Adults","13/11/2023",5,4,NA,4,4,"26/09/2023","2021_5",0,0
NA,"Private","Tweed Lodge","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_6",0,0
NA,"Private","Primecare Health Ltd  Autism Housing Support Service","Broxburn","Adults","09/08/2023",5,NA,NA,NA,5,"02/08/2023","2021_6",0,0
NA,"Private","CareStaff at home","Glasgow","Adults","19/10/2023",5,5,NA,4,4,"21/09/2023","2021_6",0,0
NA,"Private","Heart Link Health Care Services","Dunfermline","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_7",0,0
NA,"Private","HRM HOMECARE SERVICES - NORTH LANARKSHIRE","Coatbridge","Adults","27/02/2023",4,NA,NA,NA,4,"03/02/2023","2021_7",0,0
NA,"Private","HRM HOMECARE SERVICES - RENFREWSHIRE","Kilmarnock","Adults","06/10/2023",5,5,NA,5,5,"07/09/2023","2021_7",0,0
NA,"Private","HRM HOMECARE SERVICES - FALKIRK","Falkirk","Adults","26/09/2023",5,5,NA,5,5,"14/09/2023","2021_7",0,0
NA,"Voluntary or Not for Profit","VSA @ Home","Aberdeen","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_7",0,0
NA,"Local Authority","Inverclyde Transition Houses","Greenock","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_7",0,0
NA,"Voluntary or Not for Profit","Cornerstone Maud","Maud","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_8",0,0
NA,"Voluntary or Not for Profit","Cornerstone Ellon","Ellon","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_8",0,0
NA,"Local Authority","Castle Crags  Housing Support and Care at Home Service: Group Two","Edinburgh","Adults","06/03/2023",5,5,NA,5,4,"27/01/2023","2021_8",0,0
NA,"Voluntary or Not for Profit","Cornerstone Borders CS","Airdrie","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_8",0,0
NA,"Private","Support Services 1st Choice Ltd","Hawick","Adults",NA,NA,NA,NA,NA,NA,"07/11/2023","2021_8",1,1
NA,"Private","KINCARE HEALTH SOLUTIONS","Edinburgh","Adults","15/11/2023",4,4,NA,4,4,"30/10/2023","2021_8",0,0
NA,"Voluntary or Not for Profit","Langstane Housing Support Service","Aberdeen","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_9",0,0
NA,"Voluntary or Not for Profit","Eildon Care and Support West","Selkirk","Adults","13/09/2023",5,5,NA,5,5,"06/09/2023","2021_9",0,0
NA,"Voluntary or Not for Profit","Managed Alcohol Programme Glasgow","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_9",0,0
NA,"Private","Agnes Fraser","Inverness","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_9",1,1
NA,"Private","Stranraer Skills Station Ltd","Stranraer","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_9",0,0
NA,"Voluntary or Not for Profit","Dumfries & Galloway Housing First and Housing Support Service","Dumfries","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_10",0,0
NA,"Voluntary or Not for Profit","Aberdeen City Housing First Service","Aberdeen","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_10",0,0
NA,"Voluntary or Not for Profit","Glasgow Residential Stabilisation Service","Glasgow","Adults",NA,NA,NA,NA,NA,NA,"15/11/2023","2021_10",0,0
NA,"Private","Home Care (Scotland) Housing Support","Dingwall","Adults","23/05/2023",NA,NA,NA,NA,NA,"22/05/2023","2021_10",0,0
NA,"Private","ChrystalKay Healthcare Ltd","Edinburgh","Adults","25/09/2023",2,2,NA,2,2,"03/08/2023","2021_11",1,1
NA,"Voluntary or Not for Profit","Change Grow Live Edinburgh Services","Edinburgh","Adults","29/06/2023",5,5,NA,5,5,"21/06/2023","2021_11",0,0
NA,"Voluntary or Not for Profit","Change Grow Live West Lothian Services","Bathgate","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_11",0,0
NA,"Voluntary or Not for Profit","Cornerstone Dundee Supported Living","Dundee","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_11",0,0
NA,"Voluntary or Not for Profit","Linda Harkin","Greenock","Adults","25/09/2022",3,3,NA,3,3,"13/06/2022","2021_11",0,0
NA,"Voluntary or Not for Profit","CGL Forth Valley Recovery Service","Alloa","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_12",0,0
NA,"Private","Premo Group","Stirling","Adults","15/05/2023",4,4,NA,4,4,"28/04/2023","2021_12",0,0
NA,"Voluntary or Not for Profit","Hame","Dundee","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_12",0,0
NA,"Voluntary or Not for Profit","Housing First for Families","Irvine","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_1",0,0
NA,"Local Authority","Firrhill Housing Support and Care at Home Service","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_1",0,0
NA,"Voluntary or Not for Profit","Sense Scotland Supported Living West Dunbartonshire and Surrounding Areas","Clydebank","Adults","20/10/2023",5,5,NA,5,5,"07/07/2023","2022_1",0,0
NA,"Private","Mill Court","Lockerbie","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_1",0,0
NA,"Voluntary or Not for Profit","Renfrewshire Women's Aid SCIO","Paisley","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_1",0,0
NA,"Private","Contrast Care Limited","Beauly","Adults","25/07/2023",NA,NA,NA,NA,NA,"05/07/2023","2022_3",0,0
NA,"Voluntary or Not for Profit","Inspire Angus","Forfar","Adults","06/02/2023",5,NA,NA,NA,5,"30/01/2023","2022_3",0,0
NA,"Voluntary or Not for Profit","Trust Housing Association Ltd - Branch 5","Glasgow","Adults","26/09/2023",5,5,NA,5,5,"20/09/2023","2022_3",0,0
NA,"Voluntary or Not for Profit","Settled: Housing Support","Aberdeen","Adults",NA,NA,NA,NA,NA,NA,"14/11/2023","2022_3",0,0
NA,"Voluntary or Not for Profit","Anne Hope House","Edinburgh","Adults","09/05/2023",6,NA,NA,NA,5,"18/04/2023","2022_5",0,0
NA,"Private","Bluebird Care Ayrshire","Prestwick","Adults","17/10/2023",4,4,NA,4,4,"19/09/2023","2022_5",0,0
NA,"Private","Balmoral Ayrshire","Prestwick","Adults","29/09/2023",4,3,NA,4,4,"06/09/2023","2022_6",0,0
NA,"Private","DB Quality Care Ltd","Edinburgh","Adults","27/03/2023",4,NA,NA,NA,4,"08/02/2023","2022_6",1,1
NA,"Private","Swanton Care and Community, Supported Living Service  Scotland","Falkirk","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_6",0,0
NA,"Voluntary or Not for Profit","The Kincarrathie Trust Housing Support Service","Perth","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_7",0,0
NA,"Private","Cogent Healthcare","Bathgate","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_7",0,0
NA,"Voluntary or Not for Profit","Teviot Court","Penicuik","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_8",0,0
NA,"Voluntary or Not for Profit","Todhill Complex Needs Service -  Housing Support Service","Stevenston","Adults","23/11/2022",5,NA,NA,NA,4,"16/11/2023","2022_8",0,0
NA,"Private","Wilta Health Solutions Ltd","Dalkeith","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_8",0,0
NA,"Private","Balmoral Dundee","Dundee","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_8",0,0
NA,"Voluntary or Not for Profit","Edinburgh East Housing Support Service","Edinburgh","Adults","04/10/2023",5,4,NA,5,4,"03/08/2023","2022_8",0,0
NA,"Voluntary or Not for Profit","Blackwood Supported Living Services","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_9",0,0
NA,"Voluntary or Not for Profit","Cornerstone NLCS Cumbernauld","Airdrie","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_10",0,0
NA,"Voluntary or Not for Profit","Cornerstone NLCS Airdrie","Airdrie","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_10",0,0
NA,"Voluntary or Not for Profit","Cornerstone NLCS Motherwell & Wishaw","Airdrie","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_10",0,0
NA,"Local Authority","West Lothian Housing with Care- (Colinshiel Court and Rosemount Gardens)","Bathgate","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_11",0,0
NA,"Local Authority","West Lothian Council Housing with Care- (Brucefield House & Norvell Lodge)","Bathgate","Adults",NA,NA,NA,NA,NA,NA,"06/11/2023","2022_11",0,0
NA,"Local Authority","West Lothian Council Housing with Care- (Dickson Court & Almondvale Gardens)","West Calder","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_11",0,0
NA,"Private","P4C Healthcare Ltd","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_12",0,0
NA,"Private","Balmoral Homecare Stirling","Stirling","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_12",0,0
NA,"Local Authority","Blantyre Intermediate Care","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2022_12",0,0
NA,"Private","Edinburgh Homecare","Edinburgh","Adults","06/07/2023",3,3,NA,3,3,"06/06/2023","2022_12",1,1
NA,"Local Authority","Assertive Community Transition Service","Shetland","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_2",0,0
NA,"Voluntary or Not for Profit","Dumfries & Galloway Youth Housing Support Service","Dumfries","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_3",0,0
NA,"Voluntary or Not for Profit","Fife Support Service","Dunfermline","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_3",0,0
NA,"Private","Cowal Care Services Ltd","Dunoon","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_4",0,0
NA,"Voluntary or Not for Profit","St Peters","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_4",0,0
NA,"Private","Rainbow West Lothian","Livingston","Adults","20/10/2023",5,5,NA,5,5,"09/10/2023","2023_4",0,0
NA,"Private","Wellness Care Social Services Limited","Dunfermline","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_4",0,0
NA,"Private","Living Ambitions Limited Edinburgh (Bonnington)","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
NA,"Voluntary or Not for Profit","Cornerstone North Lanarkshire Supported Living 1","Airdrie","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
NA,"Private","Glasgow South East Registration 1","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
NA,"Local Authority","Bremner Court","Isle Of Lewis","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
NA,"Private","Glasgow South East Registration 2","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
NA,"Private","Glasgow South East Registration 4","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
NA,"Private","Eagles Recruitments","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_6",0,0
NA,"Private","Fraser Elite","Inverness","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_7",0,0
NA,"Private","Kelvin Care","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_7",0,0
NA,"Voluntary or Not for Profit","Albert Street","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_8",0,0
NA,"Private","Clyde","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_8",0,0
NA,"Private","Leven","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_8",0,0
NA,"Voluntary or Not for Profit","40RRC","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_8",0,0
NA,"Private","Forth","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_8",0,0
NA,"Voluntary or Not for Profit","38RRC","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_8",0,0
NA,"Private","Firstcare Solutions Ltd","Stirling","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_8",0,0
NA,"Private","Carluke Dignity Care","Carluke","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_8",0,0
NA,"Private","Clinical 24 Staffing Ltd","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_8",0,0
NA,"Private","Castle Care 24/7","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_10",0,0
NA,"Voluntary or Not for Profit","East Neuk Recovery Group Initiative/ENeRGI (SCIO)","Anstruther","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_10",0,0
NA,"Private","Katvic Healthcare","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_10",0,0
NA,"Voluntary or Not for Profit","South William Street Supported Accommodation","Perth","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_11",0,0
NA,"Private","Your Care at Home","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_11",0,0
NA,"Voluntary or Not for Profit","Abercorn St Blue Triangle","Paisley","Adults",NA,NA,NA,NA,NA,NA,NA,"2023_11",0,0
