"Subtype","Provider","Name","Town","Council","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"Older People","Private","Castle Lodge","Montrose","Aberdeenshire","01/05/2024",4,4,3,4,4,"08/04/2024","2023_12",0,0
"Older People","Private","Storyville House","Kirriemuir","Angus",NA,NA,NA,NA,NA,NA,NA,"2023_12",0,0
"Older People","Private","Lochbank","Forfar","Angus","20/05/2024",2,2,3,1,2,"30/04/2024","2023_12",0,2
"Older People","Private","Carmichael House","Dundee","Dundee City","29/02/2024",3,3,3,4,3,"08/02/2024","2023_12",0,0
"Older People","Private","Windyedge Care Home","Forfar","Angus",NA,NA,NA,NA,NA,NA,NA,"2023_12",0,0
"Older People","Private","Redwood House","Dundee","Dundee City","19/03/2024",4,4,3,4,5,"04/03/2024","2023_12",0,0
"Older People","Private","Kirk Lodge","Laurencekirk","Aberdeenshire","07/03/2024",3,3,3,3,3,"29/01/2024","2024_1",1,0
"Older People","Private","Riverview Lodge","Newport-On-Tay","Fife","02/05/2024",4,3,4,4,4,"25/04/2024","2024_2",0,0
"Older People","Private","Bennochy Lodge Care Home","Kirkcaldy","Fife","12/06/2024",2,2,3,3,2,"10/05/2024","2024_3",1,0
"Older People","Private","Hilton Lodge Care","Haddington","East Lothian",NA,NA,NA,NA,NA,NA,NA,"2024_4",0,0
"Older People","Voluntary or Not for Profit","St. Catherine's Care Home","Lanark","South Lanarkshire",NA,NA,NA,NA,NA,NA,NA,"2024_4",0,0
"Older People","Private","Deveron House","Huntly","Aberdeenshire",NA,NA,NA,NA,NA,NA,NA,"2024_5",0,0
"Older People","Private","Southpark Care Home","Edinburgh","City of Edinburgh",NA,NA,NA,NA,NA,NA,NA,"2024_5",0,0
"Older People","Private","Whitefield Lodge","Glasgow","East Dunbartonshire",NA,NA,NA,NA,NA,NA,NA,"2024_5",0,0
"Older People","Private","Carrickstone Care Home","Glasgow","North Lanarkshire",NA,NA,NA,NA,NA,NA,NA,"2024_5",0,0
"Older People","Private","Marcus Humphrey House","Bridge Of Weir","Inverclyde",NA,NA,NA,NA,NA,NA,NA,"2024_7",0,0
