"CareService","Date","Aberdeen City","Aberdeenshire","Angus","Argyll & Bute","City of Edinburgh","Clackmannanshire","Dumfries & Galloway","Dundee City","East Ayrshire","East Dunbartonshire","East Lothian","East Renfrewshire","Falkirk","Fife","Glasgow City","Highland","Inverclyde","Midlothian","Moray","Na h-Eileanan Siar","North Ayrshire","North Lanarkshire","Orkney Islands","outside Scotland","Perth & Kinross","Renfrewshire","Scottish Borders","Shetland Islands","South Ayrshire","South Lanarkshire","Stirling","West Dunbartonshire","West Lothian"
"Offender Accommodation Service","Apr 2023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","May 2023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jun 2023",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jul 2023",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Aug 2023",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Sep 2023",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Oct 2023",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Nov 2023",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Dec 2023",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jan 2024",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Feb 2024",0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Mar 2024",0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Apr 2024",0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","May 2024",0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Offender Accommodation Service","Jun 2024",0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"School Care Accommodation Service","Jun 2017",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,8,3,1,1,2,1,4,0,1
"School Care Accommodation Service","Jul 2017",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,8,3,1,1,2,1,4,0,1
"School Care Accommodation Service","Aug 2017",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,8,3,1,1,2,1,4,0,1
"School Care Accommodation Service","Sep 2017",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,8,3,1,1,2,1,4,0,1
"School Care Accommodation Service","Oct 2017",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,8,3,1,1,2,1,3,0,1
"School Care Accommodation Service","Nov 2017",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,8,3,1,1,2,1,3,0,1
"School Care Accommodation Service","Dec 2017",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,8,3,1,1,2,1,3,0,1
"School Care Accommodation Service","Jan 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,7,3,1,1,2,1,3,0,1
"School Care Accommodation Service","Feb 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,7,3,1,1,2,1,3,0,1
"School Care Accommodation Service","Mar 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,7,3,1,1,2,1,3,0,0
"School Care Accommodation Service","Apr 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,7,3,1,1,2,1,3,0,0
"School Care Accommodation Service","May 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,7,3,1,1,2,1,3,0,0
"School Care Accommodation Service","Jun 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,7,3,1,1,2,1,3,0,0
"School Care Accommodation Service","Jul 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,7,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Aug 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,1,1,0,7,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Sep 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,7,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Oct 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,7,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Nov 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Dec 2018",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Jan 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Feb 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Mar 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Apr 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,2,1,3,0,0
"School Care Accommodation Service","May 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Jun 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Jul 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Aug 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,2,1,3,0,0
"School Care Accommodation Service","Sep 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Oct 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Nov 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Dec 2019",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Jan 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Feb 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Mar 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Apr 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,2,3,0,0
"School Care Accommodation Service","May 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,2,3,0,0
"School Care Accommodation Service","Jun 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,2,3,0,0
"School Care Accommodation Service","Jul 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Aug 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Sep 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Oct 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,2,1,1,3,1,3,0,0
"School Care Accommodation Service","Nov 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,3,0,0
"School Care Accommodation Service","Dec 2020",3,2,1,4,8,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,3,0,0
"School Care Accommodation Service","Jan 2021",3,2,1,4,7,2,0,0,5,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Feb 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Mar 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Apr 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","May 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Jun 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Jul 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Aug 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Sep 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Oct 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Nov 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,6,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Dec 2021",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,5,3,1,1,3,1,2,0,0
"School Care Accommodation Service","Jan 2022",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,5,5,1,1,3,1,2,0,0
"School Care Accommodation Service","Feb 2022",3,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,5,5,1,1,3,1,2,0,0
"School Care Accommodation Service","Mar 2022",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,8,2,1,0,5,5,1,1,3,1,2,0,0
"School Care Accommodation Service","Apr 2022",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,5,5,1,1,3,1,2,0,0
"School Care Accommodation Service","May 2022",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,5,5,1,1,3,1,2,0,0
"School Care Accommodation Service","Jun 2022",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,5,5,1,1,3,1,2,0,0
"School Care Accommodation Service","Jul 2022",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,5,5,1,1,3,1,2,0,0
"School Care Accommodation Service","Aug 2022",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,5,5,1,1,3,1,2,0,0
"School Care Accommodation Service","Sep 2022",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,5,5,1,1,3,1,2,0,0
"School Care Accommodation Service","Oct 2022",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,5,5,1,1,3,1,2,0,0
"School Care Accommodation Service","Nov 2022",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,5,5,1,1,3,1,1,0,0
"School Care Accommodation Service","Dec 2022",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,3,1,1,0,0
"School Care Accommodation Service","Jan 2023",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,3,1,1,0,0
"School Care Accommodation Service","Feb 2023",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,3,1,1,0,0
"School Care Accommodation Service","Mar 2023",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,3,1,1,0,0
"School Care Accommodation Service","Apr 2023",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,3,1,1,0,0
"School Care Accommodation Service","May 2023",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,3,1,1,0,0
"School Care Accommodation Service","Jun 2023",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,3,1,1,0,0
"School Care Accommodation Service","Jul 2023",2,2,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,3,1,1,0,0
"School Care Accommodation Service","Aug 2023",2,2,1,4,7,2,0,0,4,0,2,0,0,4,1,1,0,0,1,0,7,2,1,0,6,5,1,1,2,1,1,0,0
"School Care Accommodation Service","Sep 2023",2,1,1,4,7,2,0,0,4,0,2,0,0,4,1,1,0,0,1,0,7,2,1,0,6,5,1,1,2,1,1,0,0
"School Care Accommodation Service","Oct 2023",2,1,1,4,7,2,0,0,4,0,2,0,0,4,1,1,0,0,1,0,7,2,1,0,6,5,1,1,2,1,1,0,0
"School Care Accommodation Service","Nov 2023",2,1,1,4,7,2,0,0,4,0,2,0,0,4,1,1,0,0,1,0,7,2,1,0,6,5,1,1,2,1,1,0,0
"School Care Accommodation Service","Dec 2023",2,1,1,4,7,2,0,0,4,0,2,0,0,4,1,1,0,0,1,0,7,2,1,0,6,5,1,1,2,1,1,0,0
"School Care Accommodation Service","Jan 2024",2,1,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,2,1,1,0,0
"School Care Accommodation Service","Feb 2024",2,1,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,2,1,1,0,0
"School Care Accommodation Service","Mar 2024",2,1,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,2,1,1,0,0
"School Care Accommodation Service","Apr 2024",2,1,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,7,2,1,0,6,5,1,1,2,1,1,0,0
"School Care Accommodation Service","May 2024",2,1,1,4,7,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,6,2,1,0,6,5,1,1,2,1,1,0,0
"School Care Accommodation Service","Jun 2024",2,1,1,4,6,2,0,0,4,0,2,0,0,4,2,1,0,0,1,0,6,2,1,0,6,5,1,1,2,1,1,0,0
"Secure Accommodation Service","Jun 2017",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jul 2017",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Aug 2017",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Sep 2017",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Oct 2017",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Nov 2017",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Dec 2017",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jan 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Feb 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Mar 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Apr 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","May 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jun 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jul 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Aug 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Sep 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Oct 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Nov 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Dec 2018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jan 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Feb 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Mar 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Apr 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","May 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jun 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jul 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Aug 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Sep 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Oct 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Nov 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Dec 2019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jan 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Feb 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Mar 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Apr 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","May 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jun 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jul 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Aug 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Sep 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Oct 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Nov 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Dec 2020",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jan 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Feb 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Mar 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Apr 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","May 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jun 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jul 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Aug 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Sep 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Oct 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Nov 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Dec 2021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jan 2022",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Feb 2022",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Mar 2022",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Apr 2022",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","May 2022",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Secure Accommodation Service","Jun 2022",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
