"CareService","Subtype","ServiceType","ServiceName","Service_town","Service_Postcode","ServiceProvider","Provided_by_Local_Authority","Date_Reg","CareHome_Main_Area_of_Care","Council_Area_Name","NumberStaff","Registered_Places","Client_group","GradeSpread","MinGrade","MaxGrade","MinGrade_change","Publication_of_Latest_Grading","KQ_Support_Wellbeing","KQ_Care_and_Support_Planning","KQ_Setting","KQ_Staff_Team","KQ_Leadership","KQ_Care_Play_and_Learning","Complaints_upheld_2122","Complaints_upheld_2223","Complaints_upheld_2324","Enforcements_issued_2122","Enforcements_issued_2223","Enforcements_issued_2324","any_requirements_2122","any_requirements_2223","any_requirements_2324","Last_inspection_Date"
"Child Minding",NA,"Private","Archer, Dorothy","Arbroath",NA,NA,"No","2002_4",NA,"Angus",NA,8,"Children","Mix",4,5,"Same","29/04/2019",NA,NA,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/03/2019"
"Child Minding",NA,"Private","Barnes, Veronica","Kirriemuir",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","5 or 6",5,5,"Same","26/05/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","13/04/2023"
"Child Minding",NA,"Private","Baxter, Diann","Forfar",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","Mix",4,4,"Same","07/06/2023",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","Inspected but no requirements","Inspected but no requirements","31/05/2023"
"Child Minding",NA,"Private","Beckett, Sandra","Carnoustie",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","Mix",3,4,"Same","30/06/2023",NA,NA,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","08/06/2023"
"Child Minding",NA,"Private","Bruce, Elaine","Dundee",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","Mix",4,4,"Same","18/05/2023",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","Yes","Inspected but no requirements","18/04/2023"
"Child Minding",NA,"Private","Cameron, Glynis","Kirriemuir",NA,NA,"No","2002_4",NA,"Angus",NA,8,"Children","Mix",4,5,"Same","06/06/2018",NA,NA,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/05/2018"
"Child Minding",NA,"Private","Craigie, Karen","Carnoustie",NA,NA,"No","2002_4",NA,"Angus",NA,8,"Children","Mix",4,5,"Same","30/01/2023",NA,NA,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"17/01/2023"
"Day Care of Children","Day Care of Children (under 3s)","Private","Abbey Playgroup","Arbroath","DD11 1EQ","Abbey Playgroup","No","2002_4",NA,"Angus",2.38,24,"Children","Mix",2,3,"Same","02/05/2023",NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,"Yes","Inspected but no requirements","15/09/2023"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Angus Special Playscheme - Coastal","Arbroath","DD11 5JD","Angus Special Playscheme","No","2002_4",NA,"Angus",1.12,20,"Children","Mix",4,5,"Same","30/11/2018",NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/10/2018"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Angus Special Playscheme 121","Arbroath","DD11 5JD","Angus Special Playscheme","No","2002_4",NA,"Angus",1.12,20,"Children","5 or 6",5,5,"Same","23/08/2019",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16/07/2019"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Arbroath (Ladyloan) Out of School Care Club","Arbroath","DD11 1LX","Arbroath (Ladyloan) Out Of School Care Club","No","2002_4",NA,"Angus",3,40,"Children","Mix",2,4,"Same","14/07/2023",NA,NA,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","16/06/2023"
"Child Minding",NA,"Private","Crompton, Susan","Arbroath",NA,NA,"No","2002_4",NA,"Angus",NA,8,"Children","5 or 6",5,5,"Same","07/06/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","30/05/2023"
"Child Minding",NA,"Private","Findlay, Lorna","Kirriemuir",NA,NA,"No","2002_4",NA,"Angus",NA,7,"Children","5 or 6",5,5,"Same","16/08/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","03/08/2023"
"Child Minding",NA,"Private","Ogg, Shirley","Forfar",NA,NA,"No","2002_4",NA,"Angus",1,8,"Children","5 or 6",5,5,"Same","24/01/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"11/01/2023"
"Child Minding",NA,"Private","Jamieson, Molly","Montrose",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","Mix",4,5,"Same","27/03/2019",NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/02/2019"
"Child Minding",NA,"Private","Joiner, Joyce","Forfar",NA,NA,"No","2002_4",NA,"Angus",NA,8,"Children","Mix",4,4,"Same","01/07/2021",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,NA,"11/05/2021"
"Child Minding",NA,"Private","Knox, Elizabeth","Carnoustie",NA,NA,"No","2002_4",NA,"Angus",1,6,"Children","Mix",4,4,"Same","14/10/2019",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22/08/2019"
"Child Minding",NA,"Private","Lorimer, Moira","Dundee",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","Mix",4,5,"Same","22/07/2019",NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/07/2019"
"Child Minding",NA,"Private","Marr, Lynda","Arbroath",NA,NA,"No","2002_4",NA,"Angus",0,6,"Children","5 or 6",5,5,"Same","09/03/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23/03/2015"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Carlogie Fun Club","Carnoustie","DD7 6DS","Carlogie Fun Club","No","2002_4",NA,"Angus",2.27,59,"Children","Mix",4,5,"Same","06/06/2023",NA,NA,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","17/05/2023"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Charleston Pre School Playgroup","Forfar","DD8 1UG","Committee of Charleston Pre School Playgroup","No","2002_4",NA,"Angus",2.2,22,"Children","5 or 6",5,5,"Same","23/05/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","18/04/2023"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Chimes Playgroup","Forfar","DD8 2AB","Chimes Playgroup Committee","No","2002_4",NA,"Angus",3.86,32,"Children","Mix",4,5,"Same","22/10/2019",NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/10/2019"
"Day Care of Children","Day Care of Children (under 3s)","Private","Ferryden Playgroup","Montrose","DD10 9RF","Ferryden Playgroup","No","2002_4",NA,"Angus",3.9,23,"Children","Mix",4,4,"Same","15/11/2018",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,NA,"27/09/2021"
"Child Minding",NA,"Private","McFarlane, Mary","Arbroath",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","5 or 6",5,5,"Same","19/09/2018",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22/08/2018"
"Child Minding",NA,"Private","McIntosh, Carol","Forfar",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","Mix",4,4,"Same","01/03/2018",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","12/09/2023"
"Child Minding",NA,"Private","Partington, Annmarie","Blairgowrie",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","Mix",4,5,"Same","19/05/2017",NA,NA,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21/04/2017"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Friockheim & Kinnell Playgroup","Arbroath","DD11 4XB","Friockheim & Kinnell Playgroup","No","2002_4",NA,"Angus",4,24,"Children","Mix",4,4,"Same","27/06/2023",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","20/06/2023"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Grange Pre-School Playgroup","Dundee","DD5 4LU","Grange Pre-School Playgroup","No","2002_4",NA,"Angus",2.55,20,"Children","Mix",4,5,"Same","10/03/2023",NA,NA,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"09/02/2023"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Inverbrothock Out Of School Care Club","Arbroath","DD11 4GR","Inverbrothock Out Of School Care Club","No","2002_4",NA,"Angus",1.6,36,"Children","Mix",4,5,"Same","22/08/2017",NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2017"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Inverbrothock Playgroup","Arbroath","DD11 4GR","Inverbrothock Playgroup","No","2002_4",NA,"Angus",1.71,24,"Children","Mix",4,5,"Same","08/03/2023",NA,NA,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"14/02/2023"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Ladybird Playgroup - Arbroath","Arbroath","DD11 5JD","Ladybird Playgroup","No","2002_4",NA,"Angus",6.2,40,"Children","Mix",4,4,"Same","15/04/2019",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18/03/2019"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Letham Out of School Club","Forfar","DD8 2PG","Letham Out Of School Club","No","2002_4",NA,"Angus",1.6,45,"Children","Mix",4,5,"Same","20/11/2018",NA,NA,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22/10/2018"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Lochside Playgroup","Montrose","DD10 9AN","Committee of Lochside Playgroup","No","2002_4",NA,"Angus",2.83,23,"Children","Mix",4,5,"Same","17/01/2023",NA,NA,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"23/11/2022"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Monifieth Out Of School Care Club (Grange)","Dundee","DD5 4LU","Monifieth Out of School Care Club","No","2002_4",NA,"Angus",7.48,50,"Children","5 or 6",5,5,"Same","27/07/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","28/06/2023"
"Child Minding",NA,"Private","Reid, Margaret","Forfar",NA,NA,"No","2002_4",NA,"Angus",NA,7,"Children","Mix",4,5,"Same","27/03/2017",NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/12/2015"
"Child Minding",NA,"Private","Robertson, Catriona","Carnoustie",NA,NA,"No","2002_4",NA,"Angus",1,6,"Children","Mix",4,5,"Same","26/07/2023",NA,NA,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","10/07/2023"
"Child Minding",NA,"Private","Robertson, Marion","Dundee",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","5 or 6",5,5,"Same","25/04/2018",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/03/2018"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Monifieth Out Of School Care Club (Seaview)","Dundee","DD5 4HL","Monifieth Out of School Care Club","No","2002_4",NA,"Angus",7.48,60,"Children","Mix",4,5,"Same","10/05/2023",NA,NA,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","06/04/2023"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Montrose Out Of School Enterprise","Montrose","DD10 9AN","Montrose Out of School Enterprise","No","2002_4",NA,"Angus",1.59,25,"Children","Mix",2,3,"Same","10/03/2023",NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,"Yes","Inspected but no requirements","20/09/2023"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Mothergoose Playgroup","Forfar","DD8 3LB","Mothergoose Playgroup","No","2002_4",NA,"Angus",2.5,24,"Children","Mix",4,5,"Same","11/01/2023",NA,NA,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"13/12/2022"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Muirfield Playgroup","Arbroath","DD11 2LU","Muirfield Playgroup","No","2002_4",NA,"Angus",5.22,25,"Children","5 or 6",5,5,"Same","30/06/2022",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"02/05/2022"
"Child Minding",NA,"Private","Simpson, Sandra","Forfar",NA,NA,"No","2002_4",NA,"Angus",NA,6,"Children","5 or 6",5,5,"Same","14/02/2019",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25/01/2019"
"Child Minding",NA,"Private","Mann, Valerie","Arbroath",NA,NA,"No","2002_4",NA,"Angus",NA,7,"Children","Mix",4,4,"Same","20/11/2019",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/10/2019"
"Child Minding",NA,"Private","Tindal, Sheila","Carnoustie",NA,NA,"No","2002_4",NA,"Angus",NA,8,"Children","Mix",4,5,"Same","06/06/2023",NA,NA,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","17/05/2023"
"Child Minding",NA,"Private","Woodcock, Janet","Arbroath",NA,NA,"No","2002_4",NA,"Angus",NA,8,"Children","Mix",3,4,"Same","16/09/2021",NA,NA,4,NA,3,4,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,NA,"09/08/2021"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Panmure Pre School","Carnoustie","DD7 7BF","Panmure Pre School","No","2002_4",NA,"Angus",1.6,30,"Children","5 or 6",5,5,"Same","10/02/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"26/01/2023"
"Day Care of Children","Day Care of Children (under 3s)","Private","Rompers Nursery","Montrose","DD10 8SW","Rompers Nursery","No","2002_4",NA,"Angus",18,62,"Children","Mix",4,6,"Same","17/09/2019",NA,NA,6,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16/07/2019"
"Day Care of Children","Day Care of Children (under 3s)","Private","Stepping Stones Playgroup","Forfar",NA,"Stepping Stones Playgroup","No","2002_4",NA,"Angus",2.61,18,"Children","Mix",4,4,"Same","15/02/2023",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"19/01/2023"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Sunshine Play School","Kirriemuir","DD8 4PN","Sunshine Play School","No","2002_4",NA,"Angus",2.9,24,"Children","Mix",4,5,"Same","21/03/2023",NA,NA,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"07/02/2023"
"Day Care of Children","Day Care of Children (under 3s)","Private","Hayshead Playgroup","Arbroath","DD11 5FE","Hayshead Playgroup","No","2002_4",NA,"Angus",2.5,28,"Children","5 or 6",5,5,"Same","19/12/2022",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"11/11/2022"
"Child Minding",NA,"Private","Simpson, Debra","Montrose",NA,NA,"No","2002_4",NA,"Angus",NA,8,"Children","5 or 6",5,5,"Same","30/08/2018",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18/07/2018"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Meadows Under Fives Group","Campbeltown","PA28 6LE","Meadows Under Fives Group Committee","No","2002_4",NA,"Argyll & Bute",3.65,21,"Children","Mix",4,5,"Same","14/08/2023",NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","27/07/2023"
"Child Minding",NA,"Private","Biggins, Dorothy","Campbeltown",NA,NA,"No","2002_4",NA,"Argyll & Bute",NA,6,"Children","5 or 6",5,5,"Same","23/05/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/03/2013"
"Child Minding",NA,"Private","Fortune, Mandy","Campbeltown",NA,NA,"No","2002_4",NA,"Argyll & Bute",NA,6,"Children","5 or 6",5,5,"Same","14/11/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23/10/2017"
"Child Minding",NA,"Private","Argyll Street Childminders","Lochgilphead",NA,NA,"No","2002_4",NA,"Argyll & Bute",NA,12,"Children","5 or 6",5,5,"Same","13/03/2020",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27/01/2020"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Patchwork 2-5 Nursery","Dunoon","PA23 7PH","Patchwork 2-5 Nursery","No","2002_4",NA,"Argyll & Bute",1.3,24,"Children","Mix",4,4,"Same","07/11/2018",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25/09/2018"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Clyde Cottage Nursery","Dunoon","PA23 8DB","Clyde cottage nursery","No","2002_4",NA,"Argyll & Bute",6,32,"Children","Mix",3,3,"Same","15/09/2022",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"02/08/2022"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","ESCAPE","Dunoon","PA23 7PJ","ESCAPE","No","2002_4",NA,"Argyll & Bute",25,25,"Children","Mix",4,4,"Same","30/09/2022",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"09/09/2022"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Soroba Young Family Centre","Oban","PA34 4YH","Soroba Young Family Group Committee","No","2002_4",NA,"Argyll & Bute",5.7,40,"Children","Mix",4,4,"Same","26/06/2018",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27/04/2018"
"Child Minding",NA,"Private","Maitland, Maureen","Oban",NA,NA,"No","2002_4",NA,"Argyll & Bute",NA,6,"Children","Mix",4,5,"Same","31/03/2017",NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/11/2014"
"Child Minding",NA,"Private","Gillies, Anne","Oban",NA,NA,"No","2002_4",NA,"Argyll & Bute",NA,6,"Children","5 or 6",5,6,"Same","18/10/2016",NA,NA,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/05/2014"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Schools Out Oban","Oban","PA34 5NY","Schools Out Oban Committee","No","2002_4",NA,"Argyll & Bute",2.6,40,"Children","Mix",4,5,"Same","26/09/2019",NA,NA,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/08/2019"
"Child Minding",NA,"Private","Moore, Fiona","Oban",NA,NA,"No","2002_4",NA,"Argyll & Bute",NA,8,"Children","5 or 6",5,5,"Same","30/05/2018",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/04/2018"
"Day Care of Children","Day Care of Children (under 3s)","Private","Oban's 1st Steps Day Nursery Ltd.","Oban","PA34 5JL","Oban's 1st Steps Day Nursery Ltd.","No","2002_4",NA,"Argyll & Bute",11,56,"Children","Mix",4,4,"Same","24/06/2019",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/05/2019"
"Child Minding",NA,"Private","McAuley, Debra","Helensburgh",NA,NA,"No","2002_4",NA,"Argyll & Bute",NA,6,"Children","Mix",4,4,"Same","08/10/2021",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,NA,"23/08/2021"
"Child Minding",NA,"Private","Ritter-Trille, Mary","Helensburgh",NA,NA,"No","2002_4",NA,"Argyll & Bute",NA,5,"Children","Mix",4,5,"Same","10/06/2019",NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/05/2019"
"Day Care of Children","Day Care of Children (under 3s)","Private","Mulberry Bush Nursery","Helensburgh","G84 7EY","Claire Murdoch","No","2002_4",NA,"Argyll & Bute",25.8,114,"Children","Mix",4,6,"Same","29/11/2019",NA,NA,6,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/2019"
"Day Care of Children","Day Care of Children (under 3s)","Private","Clyde Nursery","Helensburgh","G84 8HX","Clyde Nursery Limited","No","2002_4",NA,"Argyll & Bute",18.98,56,"Children","Mix",4,5,"Same","15/08/2022",NA,NA,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"26/07/2022"
"Day Care of Children","Day Care of Children (under 3s)","Private","Nursery Rhymes Childcare Ltd","Dumbarton","G82 5NT","Nursery Rhymes Private Daycare Nursery","No","2002_4",NA,"Argyll & Bute",9.26,57,"Children","Mix",4,4,"Same","02/08/2023",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","26/06/2023"
"Child Minding",NA,"Private","Craig, Lisa","Alloa",NA,NA,"No","2002_4",NA,"Clackmannanshire",NA,6,"Children","5 or 6",5,5,"Same","13/11/2018",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/10/2018"
"Child Minding",NA,"Private","Dennehy, Lesley","Alloa",NA,NA,"No","2002_4",NA,"Clackmannanshire",1,6,"Children","Mix",2,4,"Same","19/07/2023",NA,NA,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,"Yes","Inspected but no requirements","11/07/2023"
"Child Minding",NA,"Private","Donald, Karen","Alloa",NA,NA,"No","2002_4",NA,"Clackmannanshire",NA,7,"Children","5 or 6",5,5,"Same","21/06/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/05/2017"
"Child Minding",NA,"Private","Scobie, Christine","Alloa",NA,NA,"No","2002_4",NA,"Clackmannanshire",NA,6,"Children","5 or 6",5,5,"Same","17/08/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","11/08/2023"
"Day Care of Children","Day Care of Children (over 3s)","Voluntary or Not for Profit","Alva Play Pals Out Of School Care","Alva","FK12 5AN","Alva Play Pals Out Of School Care Management Committee","No","2002_4",NA,"Clackmannanshire",2.1,40,"Children","Mix",4,5,"Same","20/12/2022",NA,NA,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"28/10/2022"
"Day Care of Children","Day Care of Children (over 3s)","Local Authority","Kidzone Out Of School Care","Alloa","FK10 2BS","Clackmannanshire Council","Yes","2002_4",NA,"Clackmannanshire",2.22,60,"Children","Mix",3,5,"Same","01/06/2023",NA,NA,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","11/05/2023"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Bellsbank Project Creche","Dalmellington","KA6 7UA","Bellsbank Project Committee","No","2002_4",NA,"East Ayrshire",2,10,"Children","Mix",4,4,"Same","01/03/2023",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"08/02/2023"
"Child Minding",NA,"Private","Jackson, Doreen","Kilmarnock",NA,NA,"No","2002_4",NA,"East Ayrshire",1,6,"Children","5 or 6",5,5,"Same","08/04/2022",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,NA,"23/03/2022"
"Child Minding",NA,"Private","Gibbons, Isabella","Newmilns",NA,NA,"No","2002_4",NA,"East Ayrshire",1,6,"Children","5 or 6",5,5,"Same","04/01/2019",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/11/2018"
"Child Minding",NA,"Private","Black, Sheila","Kilmarnock",NA,NA,"No","2002_4",NA,"East Ayrshire",NA,6,"Children","Mix",4,5,"Same","01/05/2017",NA,NA,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/12/2015"
"Child Minding",NA,"Private","Calder, Jacqueline","Kilmarnock",NA,NA,"No","2002_4",NA,"East Ayrshire",NA,6,"Children","Mix",4,4,"Same","21/02/2023",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"20/01/2023"
"Child Minding",NA,"Private","Veitch, Elizabeth","Kilmarnock",NA,NA,"No","2002_4",NA,"East Ayrshire",1,7,"Children","Mix",4,4,"Same","05/06/2023",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","28/04/2023"
"Child Minding",NA,"Private","Neilson, Arlene","Kilmarnock",NA,NA,"No","2002_4",NA,"East Ayrshire",NA,6,"Children","5 or 6",5,5,"Same","15/06/2020",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/03/2020"
"Child Minding",NA,"Private","Brown, Alice & John","Kilmarnock",NA,NA,"No","2002_4",NA,"East Ayrshire",NA,12,"Children","Mix",4,5,"Same","24/07/2023",NA,NA,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","16/06/2023"
"Child Minding",NA,"Private","Stuart, Susan","Kilmarnock",NA,NA,"No","2002_4",NA,"East Ayrshire",NA,6,"Children","Mix",4,5,"Same","12/10/2022",NA,NA,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"21/09/2022"
"Child Minding",NA,"Private","Watson, Celia","Kilmarnock",NA,NA,"No","2002_4",NA,"East Ayrshire",NA,6,"Children","Mix",4,5,"Same","23/01/2019",NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23/10/2018"
"Child Minding",NA,"Private","Ferguson, Fiona","Kilmarnock",NA,NA,"No","2002_4",NA,"East Ayrshire",NA,6,"Children","5 or 6",5,5,"Same","15/05/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25/04/2017"
"Child Minding",NA,"Private","Duncan, Elaine","Darvel",NA,NA,"No","2002_4",NA,"East Ayrshire",0,6,"Children","5 or 6",5,5,"Same","07/02/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/01/2013"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","The Avenue Childcare Services - Daycare of Children","Kilmarnock","KA3 2BZ","The Avenue Childcare Services Board of Directors","No","2002_4",NA,"East Ayrshire",6.59,29,"Children","Mix",4,5,"Same","22/07/2019",NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/05/2019"
